"Year","Unit","Season","Hunters","Quota","Drawn"
2013,"771","2",158,0,0
2013,"771","3",237,0,0
2013,"771","4",17,0,0
2013,"78","1",287,0,0
2013,"78","2",685,0,0
2013,"78","3",653,0,0
2013,"78","4",54,0,0
2013,"79","1",209,245,127
2013,"79","2",217,275,154
2013,"79","3",194,225,207
2013,"79","4",129,150,75
2013,"8","1",140,0,0
2013,"8","2",385,0,0
2013,"8","3",207,0,0
2013,"8","4",62,0,0
2013,"80","1",437,900,900
2013,"80","2",1002,215,215
2013,"80","3",631,5,5
2013,"80","4",27,55,55
2013,"81","1",384,0,0
2013,"81","2",987,225,225
2013,"81","3",566,5,5
2013,"81","4",18,5,5
2013,"82","1",252,325,252
2013,"82","2",402,200,72
2013,"82","3",448,200,77
2013,"82","4",101,115,79
2013,"83","2",284,0,0
2013,"83","3",433,0,0
2013,"84","1",38,0,0
2013,"84","2",100,0,0
2013,"84","3",50,0,0
2013,"84","4",56,0,0
2013,"85","1",75,100,100
2013,"85","2",532,40,40
2013,"85","3",546,40,40
2013,"85","4",116,190,190
2013,"851","1",15,5,5
2013,"851","2",63,5,5
2013,"851","3",116,10,10
2013,"851","4",28,0,0
2013,"86","1",83,150,150
2013,"86","2",554,275,275
2013,"86","3",314,275,275
2013,"86","4",77,90,49
2013,"861","1",34,0,0
2013,"861","2",108,0,0
2013,"861","3",56,0,0
2013,"861","4",23,0,0
2013,"9","1",5,80,11
2013,"9","2",17,160,30
2013,"9","3",14,160,30
2013,"9","4",13,0,0
2014,"1","1",7,10,10
2014,"1","2",20,25,25
2014,"1","3",16,20,20
2014,"1","4",13,25,8
2014,"10","1",51,55,55
2014,"10","2",57,60,60
2014,"10","3",78,75,75
2014,"10","4",66,85,85
2014,"104","1",23,30,17
2014,"104","2",5,85,17
2014,"104","3",10,85,17
2014,"11","1",1655,7000,5641
2014,"11","2",504,500,211
2014,"11","3",973,800,484
2014,"11","4",792,2120,665
2014,"12","1",1292,0,0
2014,"12","2",1601,3000,1730
2014,"12","3",882,3000,1730
2014,"12","4",520,500,333
2014,"13","1",160,0,0
2014,"13","2",476,500,193
2014,"13","3",693,500,193
2014,"13","4",244,0,0
2014,"131","1",106,0,0
2014,"131","2",332,250,68
2014,"131","3",186,250,68
2014,"131","4",48,60,13
2014,"133","2",4,0,0
2014,"133","3",39,0,0
2014,"133","4",2,30,19
2014,"134","2",4,0,0
2014,"134","3",16,0,0
2014,"134","4",4,0,0
2014,"14","1",226,250,250
2014,"14","2",655,250,250
2014,"14","3",394,250,250
2014,"14","4",82,75,44
2014,"140","1",3,0,0
2014,"140","2",76,0,0
2014,"140","3",11,0,0
2014,"140","4",13,0,0
2014,"141","2",4,0,0
2014,"141","3",11,0,0
2014,"141","4",2,0,0
2014,"142","2",51,0,0
2014,"142","3",27,0,0
2014,"142","4",15,0,0
2014,"15","1",420,475,356
2014,"15","2",1120,1200,690
2014,"15","3",898,1200,690
